ヒット文字列,出現数,法令名,XML_Num属性,タグ名,文脈スニペット
二百個,2,火薬類取締法施行規則,49_1_4,Sentence,る場合に限る。）、仕掛煙火に使用する炎管二百個以下、ファイヤークラッカーその他の点火に
一〇ナ,2,輸出貿易管理令別表第一及び外国為替令別表の規定に基づき貨物又は技術を定める省令,9_1_8_2,Sentence,像素子を組み込んだビデオカメラであって、一〇ナノメートル超三〇、〇〇〇ナノメートル以下
三鋳,2,職業能力開発促進法施行規則,1_1_2,Sentence,第十三鋳造の項の改正規定
七熊,2,厚生労働省組織規則,1,Sentence,改正規定並びに別表第七熊本社会保険事務局の款熊本東の項第三欄及び
一一一）,2,海洋汚染等及び海上災害の防止に関する法律施行令,10,Sentence,ペンタクロロフルオロエタン（別名ＣＦＣ―一一一）
〇・六パ,2,中小企業信用保険法施行令,2_2,Sentence,係るものを除く。）についての保険料率は、〇・六パーセントとする。
一・〇、,2,船舶復原性規則,15_1,Sentence,つて、当該船舶のビルジ部が丸型のものでは一・〇、角型のものでは〇・七とする。
七百,2,特定計量器検定検査規則,39_1,Sentence,七百
四十五並,2,国土交通省の所管する法令に係る民間事業者等が行う書面の保存等における情報通信の技術の利用に関する法律施行規則,,Sentence,、第十九条の三十五の四第三項、第十九条の四十五並びに第四十条の二第一項並びに第十九条の十
二・〇パ,2,食品表示基準,,Sentence,欄に掲げるウスターソース類のうち、粘度が二・〇パスカル・秒以上のものをいう。
一九類,2,関税暫定措置法施行規則,,Sentence,第七類、第八類、第一〇類、第一一類又は第一九類に該当する物品以外の物品からの製造
二二六五―,2,揮発油等の品質の確保等に関する法律施行規則,37_1_9,Sentence,等の燃料用の重油の引火点（日本産業規格Ｋ二二六五―三号（引火点の求め方）で定める試験方法に
七迄,2,軌道建設規程,16_1,Sentence,千分ノ六十七迄ト為スコトヲ得
四四秒,2,港湾法施行令,,Sentence,（２２８）　由利島灯台（北緯三三度五〇分四四秒東経一三二度三一分五七秒）から一四四度三
五百六十円,2,酒税法,4_1,Sentence,とあるのは「五十五万千円」と、「二万四千五百六十円」とあるのは「一万三千七百八十円」と、「
八四・五六項,2,関税定率法,,Sentence,（ｉｉ）　ウォータージェット切断機械（第八四・五六項参照）
一五項,2,関税定率法,,Sentence,ガラス製の信号用品及び光学用品（第七〇・一五項のもの及び光学的に研磨したものを除く。）
五担,2,地方出入国在留管理局組織規則,8_2,Sentence,調査第一担当、調査第二担当及び調査第五担当が分担する事務を除く。）並びにこれを端
四〇・一六項,2,関税定率法,,Sentence,類の加硫ゴム（硬質ゴムを除く。）製品（第四〇・一六項参照）
九見,2,私立学校教職員共済法施行規則,12_1,Sentence,第三十三条の九見出し
九車,2,小型自動車競走法施行規則,18_5,Sentence,し、出走すべき車が九車以上であるときは付録第一の例により枠番号
三十三パ,2,食品表示基準,,Sentence,」と表示する。ただし、無塩可溶性固形分が三十三パーセント以上のウスターソースにあっては、
九三五Ｍ,2,無線設備規則,24_4_1,Sentence,ア　三〇ＭＨｚ以上一、〇〇〇ＭＨｚ未満（九三五ＭＨｚ以上九七〇ＭＨｚ以下を除く。）
一頁,2,船舶職員及び小型船舶操縦者法施行規則,3_2,Sentence,の以外のものにあつては、当該海技免状の第一頁中央余白部に写真（縦四・五センチメートル
千四百六十円,2,雇用保険法,11_2_3,Sentence,に「賃金日額」という。）に百分の五十（二千四百六十円以上四千九百二十円未満の賃金日額（その額
三越,2,厚生労働省組織規則,,Sentence,田辺市のうち本宮町伏拝、本宮町三越、本宮町一本松、本宮町大居、本宮町上切原
五・三未,2,輸出貿易管理令別表第一及び外国為替令別表の規定に基づき貨物又は技術を定める省令,6_1_17_22,Sentence,シリコン及び炭素を含み、かつ、比誘電率が五・三未満の膜を、幅が七〇ナノメートル未満であり
九十ミ,2,中小企業信用保険法施行規則,,Sentence,行われるもので、スピンドルワーブの直径が九十ミリメートル以下のものに限る。）
百五十四億,2,地方交付税法,4_2_1,Sentence,間、第六条第二項の規定により算定した額に百五十四億円を加算した額とする。
一・〇二七に,2,国家公務員等共済組合法等の一部を改正する法律の施行に伴う経過措置に関する政令,57_1,Sentence,、当該各号に定める金額に俸給年額改定率を一・〇二七に乗じて得た率から一を控除して得た率を乗じ
二五五、,2,有線一般放送の品質に関する技術基準を定める省令,10_1_1,Sentence,二二五、二三一、二三七、二四三、二四九、二五五、二六一、二六七、二七三、二七九、二八五、
・七分,2,海洋汚染等及び海上災害の防止に関する法律施行令,,Sentence,五十五・四分の点を結んだ線、北緯四十度二・七分東経二十六度十・五分の点及び北緯四十度〇
一治,2,寒冷地手当支給規則,,Sentence,関東森林管理局山梨森林管理事務所野呂川第一治山事業所
三十床,2,感染症の予防及び感染症の患者に対する医療に関する法律施行規則,19_7_1_1_2,Sentence,き当該措置を講ずるために確保する病床数が三十床以上であること。
四処,2,安全な血液製剤の安定供給の確保等に関する法律施行規則,2_23,Sentence,ｐＨ四処理酸性人免疫グロブリン
四件,2,金融商品取引業等に関する内閣府令,62_1_3,Sentence,る。）の件数が四件以上である場合において、第一号イ又はロに
四百四十九億,2,地方交付税法,4_2,Sentence,定する合算額から減額することとされていた四百四十九億百七十二万円を減額する。
百味,2,食品表示基準,14,Sentence,ル（月桂葉）、パプリカ、オールスパイス（百味こしょう）、さんしょう、カレー粉、からし
一三、,2,建築基準法施行令,129_5_2,Sentence,トルにつき五、九〇〇として計算した数値に一三、〇〇〇を加えた数値
百八十四号,2,自動車道事業規則,39_1,Sentence,法、道路運送法施行法（昭和二十六年法律第百八十四号）又はこの省令に特別の定のあるものを除き
二外,2,船舶法施行細則,1,Sentence,ただし、船舶法施行細則附録二外国における船舶積量測度手数料表及び附録三
三蔵,2,都市再生緊急整備地域及び特定都市再生緊急整備地域を定める政令,1_1,Sentence,井町線、市道江川線、市道下笹島町線、市道三蔵通、一般国道十九号線、市道白川通、市道伊
五五〇人,2,短期大学設置基準,2,Sentence,の表に定める六〇〇人までの場合の面積から五五〇人までの場合の面積を減じて算出される数を加
八一二二（,2,家畜伝染病予防法施行規則,56_2_1_10,Sentence,試験を行つた場合において、日本産業規格Ｚ八一二二（コンタミネーションコントロール用語）の四
五「,2,危険物の規制に関する規則,20_5_1_1,Sentence,業規格Ｇ三一一五「圧力容器用鋼板」
千二百三十円,2,雇用保険法,16_1,Sentence,基本手当の日額は、賃金日額に百分の五十（千二百三十円以上四千九百二十円未満の賃金日額（その額
五千メ,2,道路法施行規則,4_9_1,Sentence,路面の高さが水面の高さ以下のもの又は長さ五千メートル以上のトンネルとする。
九・五セ,2,食品表示基準,,Sentence,頭部付きのアスパラガスのどん茎で、長さが九・五センチメートル以上十五センチメートル未満の
四五四・九一二五Ｍ,2,無線設備規則,49_32_1_1,Sentence,割多重方式を使用する周波数分割複信方式、四五四・九一二五ＭＨｚを超え四五七・三六二五ＭＨｚ以下の周
一・〇〇七五を,2,平成八年度における私立学校教職員共済組合からの旧法の規定による年金等の額の改定に関する政令,1_1,Sentence,の改定の基礎となった平均標準給与の月額に一・〇〇七五を乗じて得た金額を平均標準給与の月額とみな
三百頭,2,酪農及び肉用牛生産の振興に関する法律施行規則,2_2_1_1_1,Sentence,町村にあつては、乳牛の飼養頭数がおおむね三百頭以上であり、かつ、肉用牛の飼養頭数がおお
二判,2,エネルギーの使用の合理化及び非化石エネルギーへの転換等に関する法律施行令,18_1_24,Sentence,電式のものに限り、Ａ二判以上の大きさの用紙に出力することができる
